seq,side,choice1
2745,Valencay,E
2746,Ricotta,D
2747,Valencay,G
2748,Annon,B
2749,Cheddar,C
2750,Cheddar,E
2751,Brie,F
2752,Annon,E
2753,Cheddar,A
2754,Brie,E
2755,Valencay,G
2756,Brie,D
2757,Cheddar,C
2758,Ricotta,E
2759,Cheddar,B
2760,Cheddar,D
2761,Camenbert,H
2762,Annon,D
2763,Roquefort,H
2764,Valencay,D
2765,Brie,H
2766,Gorgonzola,B
2767,Brie,C
2768,Brie,D
2769,Roquefort,D
2770,Cheddar,E
2771,Roquefort,B
2772,Gorgonzola,E
2773,Brie,B
2774,Camenbert,G
2775,Brie,B
2776,Camenbert,D
2777,Gorgonzola,C
2778,Brie,H
2779,Camenbert,D
2780,Brie,H
2781,Ricotta,A
2782,Valencay,B
2783,Ricotta,D
2784,Valencay,C
2785,Camenbert,G
2786,Brie,B
2787,Camenbert,D
2788,Gorgonzola,G
2789,Valencay,A
2790,Gorgonzola,C
2791,Roquefort,G
2792,Annon,E
2793,Brie,D
2794,Gorgonzola,A
2795,Valencay,F
2796,Annon,B
2797,Valencay,F
2798,Cheddar,F
2799,Valencay,A
2800,Valencay,F
2801,Brie,D
2802,Cheddar,E
2803,Valencay,B
2804,Valencay,E
2805,Ricotta,C
2806,Roquefort,D
2807,Valencay,B
2808,Brie,F
2809,Annon,F
2810,Cheddar,E
2811,Ricotta,H
2812,Valencay,H
2813,Annon,C
2814,Brie,E
2815,Annon,D
2816,Camenbert,D
2817,Roquefort,B
2818,Camenbert,H
2819,Brie,D
2820,Cheddar,B
2821,Roquefort,D
2822,Roquefort,G
2823,Annon,D
2824,Annon,E
2825,Camenbert,D
2826,,E
2827,Roquefort,G
2828,Roquefort,C
2829,Brie,F
2830,Ricotta,F
2831,Brie,E
2832,Valencay,G
2833,Valencay,G
2834,Valencay,A
2835,Camenbert,E
2836,Camenbert,E
2837,Annon,H
2838,Camenbert,G
2839,Brie,F
2840,Camenbert,E
2841,Cheddar,A
2842,Camenbert,A
2843,Roquefort,C
2844,Annon,C
2845,Brie,F
2846,Annon,A
2847,Camenbert,E
2848,Ricotta,D
2849,Cheddar,C
2850,Roquefort,D
2851,Brie,E
2852,Camenbert,H
2853,Ricotta,B
2854,Valencay,A
2855,Ricotta,C
2856,Annon,C
2857,Gorgonzola,C
2858,Roquefort,E
2859,Brie,E
2860,Cheddar,E
2861,Cheddar,E
2862,Cheddar,A
2863,Annon,F
2864,Brie,F
2865,Brie,B
2866,Camenbert,E
2867,Roquefort,E
2868,Brie,D
2869,Annon,H
2870,Roquefort,D
2871,Cheddar,E
2872,Gorgonzola,D
2873,Gorgonzola,B
2874,Cheddar,E
2875,Gorgonzola,C
2876,Ricotta,H
2877,Brie,D
2878,Valencay,C
2879,Roquefort,G
2880,Gorgonzola,D
2881,Roquefort,B
2882,Roquefort,B
2883,Roquefort,A
2884,Camenbert,F
2885,Camenbert,E
2886,Roquefort,D
2887,Ricotta,E
2888,Camenbert,D
2889,Valencay,F
2890,Brie,D
2891,Camenbert,G
2892,Gorgonzola,F
2893,Cheddar,H
2894,Valencay,H
2895,Annon,D
2896,Camenbert,D
2897,Annon,C
2898,Roquefort,F
2899,Cheddar,F
2900,Valencay,A
2901,Gorgonzola,H
2902,Valencay,F
2903,Annon,B
2904,Annon,D
2905,Annon,D
2906,Camenbert,C
2907,Valencay,D
2908,Brie,A
2909,Ricotta,D
2910,Cheddar,F
2911,Valencay,H
2912,Ricotta,H
2913,Cheddar,G
2914,Gorgonzola,E
2915,Cheddar,H
2916,Roquefort,C
2917,Annon,E
2918,Valencay,F
2919,Roquefort,G
2920,Valencay,D
2921,Ricotta,E
2922,Annon,A
2923,Annon,H
2924,Cheddar,D
2925,Camenbert,H
2926,Camenbert,F
2927,Brie,F
2928,Cheddar,A
2929,Cheddar,D
2930,Ricotta,C
2931,Cheddar,B
2932,Valencay,C
2933,Brie,H
2934,Ricotta,C
2935,Annon,F
2936,Valencay,D
2937,Gorgonzola,G
2938,Gorgonzola,F
2939,Camenbert,B
2940,Gorgonzola,F
2941,Gorgonzola,E
2942,Ricotta,A
2943,Roquefort,D
2944,Roquefort,G
2945,Valencay,E
2946,Ricotta,F
2947,Cheddar,F
2948,Gorgonzola,E
2949,Cheddar,B
2950,Ricotta,D
2951,Brie,C
2952,Brie,B
2953,Valencay,B
2954,Gorgonzola,A
2955,Gorgonzola,D
2956,Camenbert,D
2957,Roquefort,C
2958,Camenbert,G
2959,Cheddar,G
2960,Roquefort,D
2961,Cheddar,H
2962,Ricotta,F
2963,Ricotta,E
2964,Brie,C
2965,Annon,G
2966,Annon,F
2967,Gorgonzola,F
2968,Camenbert,E
2969,Camenbert,E
2970,Ricotta,F
2971,Brie,A
2972,Brie,D
2973,Gorgonzola,C
2974,Cheddar,E
2975,Gorgonzola,H
2976,Gorgonzola,D
2977,Ricotta,B
2978,Ricotta,C
2979,Ricotta,B
2980,Roquefort,D
2981,Camenbert,A
2982,Gorgonzola,F
2983,Annon,D
2984,Brie,H
2985,Camenbert,F
2986,Cheddar,H
2987,Annon,F
2988,Gorgonzola,C
2989,Valencay,D
2990,Gorgonzola,B
2991,Roquefort,A
2992,Brie,H
2993,Gorgonzola,D
2994,Ricotta,E
2995,Cheddar,A
2996,Gorgonzola,D
2997,Camenbert,E
2998,Camenbert,E
2999,Valencay,C
3000,Annon,E
3001,Roquefort,F
3002,Roquefort,C
3003,Annon,H
3004,Ricotta,H
3005,Camenbert,A
3006,Ricotta,A
3007,Gorgonzola,G
3008,Cheddar,E
3009,Annon,A
3010,Cheddar,A
3011,Brie,C
3012,Roquefort,C
3013,Ricotta,D
3014,Ricotta,D
3015,Cheddar,B
3016,Annon,A
3017,Valencay,H
3018,Annon,A
3019,Gorgonzola,D
3020,Camenbert,D
3021,Gorgonzola,C
3022,Gorgonzola,F
3023,Camenbert,B
3024,Camenbert,H
3025,Valencay,D
3026,Roquefort,B
3027,Brie,G
3028,Cheddar,A
3029,Roquefort,G
3030,Roquefort,C
3031,Brie,E
3032,Gorgonzola,D
3033,Annon,B
3034,Roquefort,C
3035,Valencay,H
3036,Roquefort,F
3037,Roquefort,D
3038,Brie,G
3039,Gorgonzola,D
3040,Valencay,C
3041,Valencay,H
3042,Ricotta,A
3043,Roquefort,D
3044,Brie,F
3045,Camenbert,C
3046,Ricotta,H
3047,Roquefort,B
3048,Ricotta,A
3049,Roquefort,D
3050,Camenbert,C
3051,Brie,D
3052,Camenbert,F
3053,Camenbert,E
3054,Gorgonzola,C
3055,Cheddar,F
3056,,B
3057,Annon,E
3058,Annon,B
3059,Annon,D
3060,Annon,E
3061,Camenbert,F
3062,Camenbert,E
3063,Valencay,D
3064,Camenbert,E
3065,Annon,G
3066,Brie,E
3067,Valencay,H
3068,Ricotta,C
3069,Cheddar,C
3070,Ricotta,E
3071,Camenbert,A
3072,Gorgonzola,B
3073,Roquefort,G
3074,Annon,G
3075,Camenbert,G
3076,Ricotta,B
3077,Ricotta,H
3078,Ricotta,H
3079,Annon,B
3080,Camenbert,E
3081,Annon,F
3082,Camenbert,A
3083,Gorgonzola,C
3084,Brie,E
3085,Camenbert,B
3086,Annon,H
3087,Valencay,G
3088,Annon,H
3089,Camenbert,F
3090,Annon,G
3091,Cheddar,H
3092,Ricotta,A
3093,Brie,B
3094,Brie,F
3095,Roquefort,E
3096,Cheddar,E
3097,Gorgonzola,F
3098,Cheddar,E
3099,Brie,F
3100,Brie,B
3101,Camenbert,E
3102,Annon,D
3103,Annon,F
3104,Cheddar,F
3105,Roquefort,A
3106,Brie,G
3107,Cheddar,C
3108,Brie,E
3109,Annon,H
3110,Brie,G
3111,Roquefort,C
3112,Brie,D
3113,Gorgonzola,D
3114,Ricotta,A
3115,Valencay,C
3116,Brie,D
3117,Camenbert,A
3118,Annon,E
3119,Camenbert,A
3120,Camenbert,F
3121,Roquefort,B
3122,Valencay,G
3123,Camenbert,E
3124,Valencay,C
3125,Camenbert,C
3126,Gorgonzola,D
3127,Roquefort,H
3128,Valencay,H
3129,Gorgonzola,D
3130,Roquefort,B
3131,Ricotta,H
3132,Gorgonzola,D
3133,Gorgonzola,D
3134,Ricotta,G
3135,Cheddar,D
3136,Roquefort,D
3137,Brie,A
3138,Annon,D
3139,Brie,E
3140,Gorgonzola,E
3141,Valencay,G
3142,Annon,F
3143,Gorgonzola,D
3144,Brie,E
3145,Brie,D
3146,Annon,B
3147,Annon,C
3148,Cheddar,G
3149,Ricotta,G
3150,Cheddar,G
3151,Camenbert,F
3152,Valencay,H
3153,Camenbert,D
3154,Roquefort,F
3155,Ricotta,B
3156,Valencay,E
3157,Cheddar,H
3158,Camenbert,D
3159,Ricotta,D
3160,Cheddar,F
3161,Ricotta,G
3162,Brie,D
3163,Ricotta,B
3164,Valencay,D
3165,Valencay,E
3166,Annon,C
3167,Roquefort,C
3168,Cheddar,F
3169,Valencay,A
3170,Cheddar,D
3171,Cheddar,E
3172,Brie,F
3173,Gorgonzola,G
3174,Valencay,D
3175,Camenbert,D
3176,Cheddar,C
3177,Brie,E
3178,Roquefort,D
3179,Gorgonzola,A
3180,Brie,D
3181,Cheddar,E
3182,Brie,G
3183,Ricotta,F
3184,Gorgonzola,D
3185,Gorgonzola,E
3186,Gorgonzola,D
3187,Brie,F
3188,Roquefort,H
3189,Cheddar,G
3190,Ricotta,B
3191,Roquefort,H
3192,Valencay,C
3193,Roquefort,H
3194,Camenbert,D
3195,Brie,F
3196,Ricotta,E
3197,Annon,D
3198,Ricotta,D
3199,Camenbert,B
3200,Annon,E
3201,Brie,A
3202,Ricotta,F
3203,Cheddar,D
3204,Gorgonzola,F
3205,Valencay,D
3206,Gorgonzola,C
3207,Gorgonzola,C
3208,Roquefort,H
3209,Camenbert,D
3210,Gorgonzola,A
3211,Camenbert,D
3212,Valencay,E
3213,Brie,E
3214,Valencay,D
3215,Camenbert,D
3216,Camenbert,A
3217,Gorgonzola,E
3218,Annon,D
3219,Valencay,B
3220,Gorgonzola,H
3221,Camenbert,D
3222,Gorgonzola,B
3223,Ricotta,G
3224,Ricotta,E
3225,Roquefort,C
3226,Camenbert,E
3227,Annon,E
3228,Gorgonzola,A
3229,Camenbert,D
3230,Annon,D
3231,Annon,B
3232,Ricotta,D
3233,Roquefort,A
3234,Valencay,C
3235,Gorgonzola,F
3236,Cheddar,C
3237,Valencay,C
3238,Camenbert,F
3239,Ricotta,H
3240,Brie,D
3241,Camenbert,A
3242,Camenbert,G
3243,Camenbert,B
3244,Brie,E
3245,Brie,D
3246,Ricotta,D
3247,Cheddar,D
3248,Gorgonzola,C
3249,Cheddar,B
3250,Ricotta,B
3251,Camenbert,F
3252,Ricotta,C
3253,Ricotta,G
3254,Gorgonzola,C
3255,Ricotta,B
3256,Gorgonzola,H
3257,Ricotta,E
3258,Brie,A
3259,Valencay,A
3260,Roquefort,B
3261,Gorgonzola,E
3262,Roquefort,F
3263,Roquefort,C
3264,Annon,F
3265,Brie,E
3266,Valencay,F
3267,Valencay,F
3268,Camenbert,E
3269,Gorgonzola,B
3270,Annon,D
3271,Brie,A
3272,Valencay,A
3273,Cheddar,D
3274,Valencay,D
3275,Brie,D
3276,Valencay,D
3277,Annon,F
3278,Roquefort,H
3279,Annon,B
3280,Brie,G
3281,Gorgonzola,E
3282,Cheddar,E
3283,Valencay,H
3284,Camenbert,D
3285,Brie,D
3286,Camenbert,B
3287,Brie,A
3288,Cheddar,G
3289,Brie,E
3290,Gorgonzola,A
3291,Annon,A
3292,Gorgonzola,H
3293,Camenbert,B
3294,Ricotta,E
3295,Valencay,H
3296,Camenbert,C
3297,Camenbert,C
3298,Brie,G
3299,Annon,D
3300,Valencay,F
3301,Cheddar,E
3302,Cheddar,A
3303,Cheddar,C
3304,Roquefort,A
3305,Cheddar,A
3306,Annon,C
3307,Cheddar,A
3308,Brie,D
3309,Camenbert,F
3310,Camenbert,H
3311,Camenbert,H
3312,Roquefort,H
3313,Roquefort,D
3314,Gorgonzola,B
3315,Gorgonzola,C
3316,Roquefort,A
3317,Annon,C
3318,Gorgonzola,B
3319,Cheddar,C
3320,Valencay,C
3321,Cheddar,C
3322,Valencay,A
3323,Roquefort,E
3324,Roquefort,A
3325,Roquefort,D
3326,Roquefort,D
3327,Cheddar,F
3328,Ricotta,B
3329,Valencay,F
3330,Ricotta,E
3331,Valencay,E
3332,Camenbert,E
3333,Camenbert,C
3334,Camenbert,F
3335,Camenbert,B
3336,Camenbert,D
3337,Camenbert,A
3338,Valencay,C
3339,Gorgonzola,G
3340,Ricotta,E
3341,Ricotta,F
3342,Camenbert,D
3343,Roquefort,C
3344,Ricotta,F
3345,Cheddar,C
3346,Ricotta,B
3347,Valencay,E
3348,Valencay,E
3349,Cheddar,G
3350,Roquefort,H
3351,Cheddar,H
3352,Annon,D
3353,Annon,D
3354,Roquefort,H
3355,Roquefort,B
3356,Valencay,D
3357,Annon,F
3358,Ricotta,F
3359,Roquefort,D
3360,Camenbert,H
3361,Roquefort,A
3362,Roquefort,D
3363,Ricotta,H
3364,Valencay,B
3365,Valencay,E
3366,Roquefort,C
3367,Gorgonzola,H
3368,Gorgonzola,B
3369,Valencay,D
3370,Camenbert,F
3371,Annon,H
3372,Gorgonzola,A
3373,Ricotta,B
3374,Brie,C
3375,Cheddar,E
3376,Annon,G
3377,Valencay,E
3378,Valencay,C
3379,Valencay,C
3380,Ricotta,F
3381,Cheddar,D
3382,Valencay,D
3383,Camenbert,F
3384,Brie,A
3385,Valencay,D
3386,Brie,C
3387,Ricotta,C
3388,Annon,H
3389,Cheddar,H
3390,Brie,D
3391,Roquefort,F
3392,Roquefort,E
3393,Ricotta,C
3394,Valencay,G
3395,Brie,C
3396,Cheddar,E
3397,Camenbert,B
3398,Annon,B
3399,Gorgonzola,B
3400,Annon,C
3401,Annon,D
3402,Annon,H
3403,Ricotta,C
3404,Valencay,D
3405,Annon,H
3406,Gorgonzola,D
3407,Brie,G
3408,Cheddar,H
3409,Gorgonzola,B
3410,Brie,E
3411,Gorgonzola,G
3412,Valencay,B
3413,Camenbert,B
3414,Valencay,C
3415,Cheddar,B
3416,Brie,F
3417,Cheddar,H
3418,Cheddar,B
3419,Cheddar,E
3420,Brie,A
3421,Cheddar,E
3422,Annon,G
3423,Gorgonzola,B
3424,Camenbert,A
3425,Valencay,C
3426,Brie,A
3427,Ricotta,C
3428,Roquefort,C
3429,Roquefort,H
3430,Valencay,G
3431,Valencay,A
3432,Annon,E
3433,Annon,E
3434,Camenbert,E
3435,Annon,E
3436,Cheddar,C
3437,Brie,F
3438,Ricotta,C
3439,Ricotta,E
3440,Cheddar,B
3441,Annon,B
3442,Ricotta,E
3443,Annon,D
3444,Brie,E
3445,Roquefort,F
3446,Brie,D
3447,Brie,F
3448,Ricotta,G
3449,Ricotta,C
3450,Annon,H
3451,Brie,E
3452,Gorgonzola,B
3453,Roquefort,B
3454,Roquefort,G
3455,Gorgonzola,H
3456,Annon,G
3457,Valencay,B
3458,Valencay,A
3459,Cheddar,B
3460,Gorgonzola,F
3461,Roquefort,G
3462,Gorgonzola,E
3463,Roquefort,H
3464,Annon,F
3465,Annon,H
3466,Annon,C
3467,Cheddar,A
3468,Brie,B
3469,Ricotta,B
3470,Roquefort,H
3471,Brie,B
3472,Brie,E
3473,Brie,C
3474,Brie,A
3475,Gorgonzola,A
3476,Ricotta,C
3477,Annon,E
3478,Ricotta,D
3479,Ricotta,D
3480,Brie,H
3481,Valencay,G
3482,Brie,F
3483,Ricotta,C
3484,Camenbert,E
3485,Cheddar,F
3486,Valencay,D
3487,Cheddar,B
3488,Camenbert,H
3489,Valencay,D
3490,Roquefort,A
3491,Camenbert,E
3492,Camenbert,H
3493,Roquefort,E
3494,Brie,C
3495,Annon,C
3496,Cheddar,A
3497,Valencay,E
3498,Roquefort,B
3499,Ricotta,B
3500,Ricotta,A
3501,Cheddar,C
3502,Cheddar,B
3503,Valencay,D
3504,Ricotta,G
3505,Ricotta,G
3506,Camenbert,E
3507,Cheddar,H
3508,Valencay,B
3509,Roquefort,A
3510,Roquefort,B
3511,Cheddar,C
3512,Roquefort,F
3513,Brie,E
3514,Roquefort,E
3515,Roquefort,B
3516,Annon,F
3517,Brie,H
3518,Gorgonzola,E
3519,Cheddar,B
3520,Ricotta,B
3521,Brie,B
3522,Roquefort,D
3523,Roquefort,B
3524,Brie,E
3525,Gorgonzola,D
3526,Gorgonzola,D
3527,Valencay,C
3528,Gorgonzola,E
3529,Valencay,B
3530,Annon,D
3531,Camenbert,E
3532,Ricotta,H
3533,Annon,B
3534,Camenbert,B
3535,Annon,E
3536,Camenbert,D
3537,Gorgonzola,E
3538,Annon,G
3539,Camenbert,E
3540,Ricotta,E
3541,Brie,A
3542,Camenbert,E
3543,Gorgonzola,F
3544,Camenbert,H
3545,Brie,B
3546,Cheddar,C
3547,Annon,C
3548,Ricotta,G
3549,Roquefort,E
3550,Cheddar,G
3551,Camenbert,B
3552,Annon,B
3553,Camenbert,E
3554,Valencay,H
3555,Camenbert,E
3556,Brie,B
3557,Cheddar,H
3558,Brie,G
3559,Brie,H
3560,Brie,C
3561,Annon,E
3562,Camenbert,D
3563,Camenbert,H
3564,Brie,B
3565,Cheddar,B
3566,Roquefort,D
3567,Brie,C
3568,Gorgonzola,F
3569,Valencay,G
3570,Ricotta,E
3571,Annon,C
3572,Roquefort,E
3573,Valencay,A
3574,Brie,B
3575,Brie,C
3576,Annon,D
3577,Camenbert,D
3578,Brie,A
3579,Brie,C
3580,Valencay,C
3581,Valencay,B
3582,Brie,H
3583,Annon,A
3584,Cheddar,B
3585,Brie,F
3586,Gorgonzola,C
3587,Ricotta,G
3588,Camenbert,D
3589,Annon,D
3590,Camenbert,E
3591,Camenbert,C
3592,Cheddar,C
3593,Cheddar,D
3594,Valencay,B
3595,Annon,H
3596,Valencay,D
3597,Gorgonzola,E
3598,Roquefort,D
3599,Brie,F
3600,Valencay,B
3601,Camenbert,G
3602,Brie,F
3603,Gorgonzola,B
3604,Cheddar,C
3605,Annon,H
3606,Camenbert,H
3607,Annon,D
3608,Ricotta,D
3609,Annon,C
3610,Cheddar,A
3611,Camenbert,D
3612,Cheddar,C
3613,Brie,D
3614,Brie,D
3615,Roquefort,E
3616,Valencay,C
3617,Annon,B
3618,Ricotta,E
3619,Roquefort,E
3620,Cheddar,G
3621,Gorgonzola,B
3622,Roquefort,B
3623,Cheddar,E
3624,Gorgonzola,A
3625,Ricotta,B
3626,Gorgonzola,H
3627,Ricotta,F
3628,Valencay,B
3629,Annon,C
3630,Valencay,E
3631,Gorgonzola,B
3632,Annon,G
3633,Gorgonzola,H
3634,Gorgonzola,A
3635,Brie,E
3636,Valencay,C
3637,Cheddar,D
3638,Ricotta,G
3639,Camenbert,D
3640,Brie,G
3641,Cheddar,B
3642,Annon,G
3643,Cheddar,C
3644,Ricotta,B
3645,Ricotta,B
3646,Gorgonzola,H
3647,Cheddar,F
3648,Annon,C
3649,Ricotta,B
3650,Cheddar,G
3651,Brie,H
3652,Valencay,B
3653,Valencay,G
3654,Gorgonzola,E
3655,Annon,G
3656,Annon,E
3657,Cheddar,C
3658,Annon,C
3659,Brie,H
3660,Gorgonzola,D
3661,Annon,F
3662,Gorgonzola,H
3663,Valencay,F
3664,Gorgonzola,G
3665,Roquefort,E
3666,Roquefort,C
3667,Ricotta,G
3668,Cheddar,B
3669,Brie,D
3670,Annon,D
3671,Gorgonzola,D
3672,Gorgonzola,G
3673,Roquefort,E
3674,Cheddar,E
3675,Camenbert,F
3676,Brie,F
3677,Camenbert,D
3678,Annon,H
3679,Camenbert,H
3680,Roquefort,E
3681,Gorgonzola,B
3682,Gorgonzola,D
3683,Annon,B
3684,Cheddar,F
3685,Valencay,D
3686,Valencay,F
3687,Roquefort,E
3688,Brie,E
3689,Annon,G
3690,Camenbert,D
3691,Camenbert,D
3692,Valencay,H
3693,Cheddar,D
3694,Roquefort,C
3695,Camenbert,F
3696,Brie,A
3697,Roquefort,G
3698,Roquefort,A
3699,Annon,F
3700,Camenbert,G
3701,Ricotta,B
3702,Cheddar,A
3703,Cheddar,F
3704,Gorgonzola,D
3705,Valencay,D
3706,Ricotta,G
3707,Annon,A
3708,Valencay,D
3709,Roquefort,E
3710,Valencay,D
3711,Roquefort,C
3712,Roquefort,C
3713,Ricotta,G
3714,Brie,A
3715,Annon,C
3716,Valencay,D
3717,Camenbert,H
3718,Brie,H
3719,Valencay,B
3720,Camenbert,F
3721,Ricotta,C
3722,Annon,E
3723,Ricotta,B
3724,Roquefort,G
3725,Annon,A
3726,Roquefort,C
3727,Roquefort,G
3728,Annon,B
3729,Roquefort,G
3730,Ricotta,H
3731,Valencay,G
3732,Annon,C
3733,Camenbert,A
3734,Valencay,B
3735,Camenbert,D
3736,Brie,H
3737,Brie,E
3738,Valencay,E
3739,Valencay,D
3740,Valencay,F
3741,Brie,B
3742,Camenbert,H
3743,Cheddar,E
3744,Roquefort,G
3745,Valencay,E
3746,Gorgonzola,A
3747,Brie,C
3748,Annon,E
3749,Annon,G
3750,Cheddar,B
3751,Brie,E
3752,Ricotta,E
3753,Cheddar,C
3754,Valencay,E
3755,Valencay,F
3756,Camenbert,H
3757,Cheddar,B
3758,Camenbert,D
3759,Valencay,D
3760,Brie,A
3761,Valencay,D
3762,Gorgonzola,E
3763,Gorgonzola,H
3764,Annon,E
3765,Roquefort,E
3766,Annon,A
3767,Camenbert,F
3768,Ricotta,D
3769,Annon,E
3770,Brie,C
3771,Gorgonzola,F
3772,Annon,D
3773,Roquefort,G
3774,Ricotta,D
3775,Valencay,A
3776,Valencay,D
3777,Roquefort,B
3778,Camenbert,G
3779,Cheddar,C
3780,Annon,C
3781,Brie,C
3782,Brie,E
3783,Valencay,H
3784,Ricotta,E
3785,Gorgonzola,D
3786,Roquefort,D
3787,Annon,A
3788,Valencay,H
3789,Valencay,E
3790,Roquefort,B
3791,Valencay,E
3792,Camenbert,H
3793,Annon,G
3794,Brie,C
3795,Roquefort,C
3796,Gorgonzola,C
3797,Ricotta,A
3798,Ricotta,H
3799,Camenbert,A
3800,Annon,B
3801,Roquefort,D
3802,Gorgonzola,A
3803,Valencay,B
3804,Camenbert,A
3805,Ricotta,D
3806,Roquefort,C
3807,Annon,C
3808,Cheddar,A
3809,Valencay,E
3810,Brie,B
3811,Valencay,D
3812,Gorgonzola,D
3813,Brie,C
3814,Cheddar,A
3815,Valencay,D
3816,Camenbert,B
3817,Gorgonzola,A
3818,Cheddar,E
3819,Valencay,E
3820,Gorgonzola,F
3821,Cheddar,G
3822,Annon,C
3823,Gorgonzola,E
3824,Brie,C
3825,Annon,B
3826,Valencay,G
3827,Ricotta,E
3828,Gorgonzola,B
3829,Valencay,D
3830,Brie,C
3831,Cheddar,H
3832,Cheddar,C
3833,Annon,G
3834,Brie,E
3835,Camenbert,F
3836,Camenbert,A
3837,Brie,E
3838,Valencay,G
3839,Valencay,B
3840,Ricotta,B
3841,Brie,C
3842,Annon,D
3843,Valencay,E
3844,Ricotta,B
3845,Roquefort,C
3846,Brie,E
3847,,B
3848,Cheddar,F
3849,Brie,A
3850,Roquefort,B
3851,Roquefort,C
3852,Ricotta,E
3853,,B
3854,Ricotta,B
3855,Gorgonzola,D
3856,Gorgonzola,C
3857,Valencay,C
3858,Gorgonzola,E
3859,Ricotta,E
3860,Camenbert,B
3861,Cheddar,F
3862,Brie,B
3863,Annon,A
3864,Roquefort,C
3865,Cheddar,E
3866,Annon,C
3867,Brie,B
3868,Annon,G
3869,Roquefort,E
3870,Ricotta,H
3871,Valencay,A
3872,Roquefort,C
3873,Annon,E
3874,Ricotta,F
3875,Camenbert,B
3876,Cheddar,C
3877,Annon,E
3878,Valencay,B
3879,Ricotta,E
3880,Ricotta,G
3881,Roquefort,H
3882,Brie,G
3883,Brie,C
3884,Brie,E
3885,Ricotta,E
3886,Brie,D
3887,Roquefort,D
3888,Roquefort,A
3889,Camenbert,H
3890,Valencay,C
3891,Ricotta,H
3892,Valencay,C
3893,Brie,E
3894,Camenbert,B
3895,Roquefort,E
3896,Annon,D
3897,Valencay,D
3898,Gorgonzola,D
3899,Cheddar,G
3900,Roquefort,G
3901,Annon,D
3902,Roquefort,D
3903,Cheddar,F
3904,Brie,B
3905,Camenbert,D
3906,Cheddar,G
3907,Roquefort,C
3908,Gorgonzola,F
3909,Roquefort,F
3910,Gorgonzola,D
3911,Roquefort,G
3912,Cheddar,F
3913,Ricotta,G
3914,Valencay,D
3915,Annon,G
3916,Cheddar,G
3917,Roquefort,A
3918,Camenbert,E
3919,Ricotta,C
3920,Brie,H
3921,Annon,H
3922,Roquefort,C
3923,Annon,C
3924,Valencay,C
3925,Roquefort,E
3926,Gorgonzola,F
3927,Annon,E
3928,Ricotta,A
3929,Brie,D
3930,Annon,F
3931,Roquefort,D
3932,Valencay,C
3933,Gorgonzola,A
3934,Camenbert,E
3935,Roquefort,B
3936,Gorgonzola,D
3937,Cheddar,D
3938,Camenbert,E
3939,Roquefort,E
3940,Brie,D
3941,Brie,D
3942,Roquefort,C
3943,Ricotta,F
3944,Valencay,H
3945,Cheddar,D
3946,Ricotta,G
3947,Roquefort,A
3948,Cheddar,B
3949,Brie,H
3950,Camenbert,C
3951,Ricotta,C
3952,Cheddar,E
3953,Roquefort,D
3954,Camenbert,G
3955,Brie,F
3956,Ricotta,F
3957,Annon,A
3958,Brie,B
3959,Camenbert,F
3960,Ricotta,E
3961,Camenbert,D
3962,Roquefort,A
3963,Camenbert,D
3964,Brie,A
3965,Valencay,D
3966,Camenbert,E
3967,Valencay,C
3968,Valencay,G
3969,Ricotta,E
3970,Cheddar,A
3971,Camenbert,E
3972,Valencay,F
3973,Annon,A
3974,Cheddar,F
3975,Camenbert,E
3976,Roquefort,E
3977,Annon,E
3978,Valencay,C
3979,Roquefort,D
3980,Roquefort,E
3981,Brie,D
3982,Brie,E
3983,Cheddar,E
3984,Cheddar,G
3985,Camenbert,E
3986,Ricotta,D
3987,Roquefort,C
3988,Gorgonzola,D
3989,Cheddar,A
3990,Gorgonzola,H
3991,Roquefort,C
3992,Camenbert,A
3993,Valencay,D
3994,Cheddar,H
3995,Roquefort,H
3996,Ricotta,D
3997,Camenbert,G
3998,Gorgonzola,H
3999,Valencay,C
4000,Camenbert,F
4001,Gorgonzola,B
4002,Camenbert,D
4003,Cheddar,H
4004,,B
4005,Gorgonzola,E
4006,Brie,A
4007,Roquefort,G
4008,Annon,G
4009,Annon,E
4010,Valencay,G
4011,Valencay,F
4012,Annon,E
4013,Valencay,D
4014,Ricotta,F
4015,Valencay,H
4016,Roquefort,H
4017,Brie,G
4018,Cheddar,D
4019,Camenbert,C
4020,Valencay,E
4021,Gorgonzola,C
4022,Roquefort,C
4023,Gorgonzola,G
4024,Camenbert,D
4025,Brie,E
4026,Valencay,A
4027,Gorgonzola,C
4028,Valencay,B
4029,Annon,C
4030,Annon,F
4031,Gorgonzola,D
4032,Gorgonzola,H
4033,Roquefort,D
4034,Annon,G
4035,Valencay,C
4036,Gorgonzola,F
4037,Cheddar,B
4038,Ricotta,B
4039,Valencay,F
4040,Ricotta,C
4041,Valencay,H
4042,Roquefort,E
4043,Camenbert,D
4044,Ricotta,H
4045,Valencay,H
4046,Gorgonzola,B
4047,Ricotta,C
4048,Annon,B
4049,Ricotta,A
4050,Roquefort,A
4051,Ricotta,B
4052,Valencay,E
4053,Cheddar,C
4054,Roquefort,D
4055,Brie,A
4056,Camenbert,A
4057,Gorgonzola,H
4058,Roquefort,F
4059,Camenbert,D
4060,Valencay,H
4061,Ricotta,A
4062,Annon,F
4063,Roquefort,G
4064,Roquefort,F
4065,Gorgonzola,B
4066,Valencay,A
4067,Gorgonzola,F
4068,Ricotta,H
4069,Annon,H
4070,Roquefort,C
