seq,gender,age,job,marital,province,city,choice
5307,FEMALE,50대,변호사,MARREID,서울시,강동구,C
5308,MALE,20대,자영업,SINGLE,전라도,구례군,H
5309,MALE,30대,임시직,MARREID,서울시,강남구,G
5310,FEMALE,50대,변호사,SINGLE,부산시,해운대구,C
5311,FEMALE,30대,의사,MARREID,서울시,강남구,G
5312,FEMALE,50대,회사직원,SINGLE,충청도,청주시,B
5313,FEMALE,30대,의사,MARREID,경상도,포항시 북구,E
5314,FEMALE,60대 이상,중소기업직원,MARREID,서울시,양천구,D
5315,MALE,50대,중소기업직원,SINGLE,서울시,강남구,E
5316,MALE,50대,회사직원,MARREID,충청도,청주시,C
5317,FEMALE,50대,의사,MARREID,충청도,천안시,B
5318,MALE,30대,공무원,SINGLE,경상도,포항시 북구,H
5319,FEMALE,40대,중소기업직원,SINGLE,경상도,포항시 남구,A
5320,FEMALE,50대,자영업,SINGLE,경기도,화성시,A
5321,FEMALE,20대,학생,SINGLE,서울시,강동구,B
5322,FEMALE,20대,회사직원,MARREID,경기도,화성시,C
5323,MALE,20대,자영업,MARREID,경기도,포천시,H
5324,MALE,30대,중소기업직원,MARREID,경상도,포항시 남구,E
5325,FEMALE,40대,벤처직원,SINGLE,전라도,해남군,D
5326,FEMALE,50대,회사직원,MARREID,서울시,강동구,D
5327,FEMALE,30대,벤처직원,MARREID,부산시,해운대구,E
5328,MALE,30대,회사직원,MARREID,서울시,강남구,G
5329,MALE,30대,교수,MARREID,경기도,화성시,F
5330,MALE,30대,자영업,SINGLE,경기도,포천시,E
5331,MALE,50대,의사,MARREID,충청도,청주시,A
5332,MALE,50대,벤처직원,MARREID,서울시,마포구,H
5333,FEMALE,20대,회사직원,SINGLE,서울시,강동구,B
5334,MALE,50대,자영업,SINGLE,경기도,포천시,D
5335,MALE,30대,기자,SINGLE,전라도,곡성군,D
5336,MALE,50대,변호사,MARREID,서울시,강남구,E
5337,FEMALE,50대,변호사,MARREID,충청도,청주시,C
5338,MALE,30대,벤처직원,SINGLE,경상도,포항시 남구,H
5339,MALE,40대,임시직,MARREID,부산시,해운대구,G
5340,MALE,40대,임시직,MARREID,경기도,포천시,H
5341,MALE,60대 이상,임시직,SINGLE,부산시,연제구,D
5342,MALE,20대,자영업,MARREID,부산시,사하구,D
5343,FEMALE,40대,임시직,SINGLE,서울시,강동구,H
5344,MALE,20대,중소기업직원,MARREID,부산시,기장군,B
5345,MALE,50대,중소기업직원,MARREID,경기도,가평군,E
5346,FEMALE,30대,임시직,MARREID,부산시,해운대구,D
5347,MALE,40대,임시직,SINGLE,충청도,청주시,G
5348,FEMALE,40대,임시직,MARREID,충청도,진천군,E
5349,FEMALE,40대,교수,SINGLE,경기도,포천시,G
5350,FEMALE,30대,기자,SINGLE,경상도,포항시 북구,C
5351,MALE,40대,벤처직원,SINGLE,서울시,강남구,H
5352,MALE,40대,자영업,MARREID,부산시,연제구,E
5353,MALE,40대,벤처직원,MARREID,서울시,강남구,E
5354,FEMALE,40대,연구원,MARREID,경상도,하동군,C
5355,FEMALE,30대,의사,MARREID,부산시,사하구,D
5356,FEMALE,20대,자영업,SINGLE,경기도,안양시,H
5357,FEMALE,40대,자영업,SINGLE,경상도,함안군,H
5358,FEMALE,50대,변호사,MARREID,경상도,하동군,B
5359,FEMALE,40대,의사,MARREID,경기도,화성시,G
5360,FEMALE,20대,학생,MARREID,서울시,강동구,D
5361,MALE,30대,임시직,MARREID,충청도,청주시,F
5362,FEMALE,40대,임시직,MARREID,서울시,강남구,C
5363,MALE,20대,연구원,MARREID,서울시,강동구,F
5364,FEMALE,20대,자영업,SINGLE,서울시,강남구,D
5365,MALE,40대,중소기업직원,MARREID,부산시,해운대구,G
5366,MALE,50대,자영업,MARREID,충청도,천안시,D
5367,FEMALE,30대,변호사,MARREID,서울시,마포구,E
5368,FEMALE,50대,자영업,SINGLE,충청도,청주시,F
5369,MALE,20대,임시직,MARREID,서울시,강남구,D
5370,MALE,20대,벤처직원,SINGLE,전라도,광양시,B
5371,FEMALE,20대,중소기업직원,MARREID,경상도,하동군,B
5372,FEMALE,30대,벤처직원,MARREID,경기도,화성시,B
5373,FEMALE,50대,중소기업직원,MARREID,부산시,해운대구,B
5374,FEMALE,50대,자영업,MARREID,부산시,해운대구,E
5375,MALE,40대,공무원,SINGLE,부산시,해운대구,F
5376,MALE,20대,공무원,SINGLE,서울시,마포구,B
5377,FEMALE,30대,중소기업직원,MARREID,경기도,포천시,E
5378,MALE,20대,중소기업직원,MARREID,서울시,강동구,E
5379,FEMALE,40대,자영업,MARREID,부산시,기장군,G
5380,FEMALE,30대,중소기업직원,MARREID,경상도,포항시 북구,H
5381,FEMALE,40대,벤처직원,MARREID,경기도,화성시,D
5382,FEMALE,40대,공무원,MARREID,경기도,화성시,D
5383,MALE,40대,자영업,MARREID,충청도,충주시,B
5384,FEMALE,50대,교수,SINGLE,서울시,강남구,C
5385,FEMALE,30대,회사직원,MARREID,부산시,사하구,E
5386,FEMALE,20대,자영업,SINGLE,부산시,기장군,D
5387,FEMALE,50대,교수,MARREID,부산시,해운대구,D
5388,MALE,20대,자영업,SINGLE,서울시,강북구,E
5389,FEMALE,20대,자영업,MARREID,서울시,강동구,H
5390,FEMALE,30대,교수,MARREID,경기도,평택시,E
5391,FEMALE,30대,임시직,MARREID,부산시,해운대구,D
5392,FEMALE,30대,중소기업직원,SINGLE,부산시,기장군,E
5393,MALE,50대,공무원,MARREID,경기도,화성시,A
5394,FEMALE,40대,회사직원,SINGLE,부산시,사하구,D
5395,FEMALE,40대,의사,MARREID,서울시,강남구,C
5396,FEMALE,40대,연구원,MARREID,경기도,안양시,C
5397,FEMALE,30대,자영업,MARREID,서울시,양천구,H
5398,MALE,50대,중소기업직원,SINGLE,서울시,양천구,H
5399,FEMALE,50대,공무원,MARREID,전라도,곡성군,D
5400,FEMALE,40대,의사,SINGLE,충청도,청주시,C
5401,MALE,50대,중소기업직원,SINGLE,서울시,강남구,H
5402,FEMALE,30대,벤처직원,MARREID,전라도,익산시,B
5403,FEMALE,50대,중소기업직원,MARREID,부산시,해운대구,D
5404,MALE,40대,자영업,SINGLE,경상도,함안군,B
5405,FEMALE,40대,벤처직원,MARREID,경기도,안양시,C
5406,FEMALE,20대,임시직,MARREID,경상도,함안군,E
5407,FEMALE,50대,기자,MARREID,부산시,해운대구,C
5408,MALE,20대,임시직,SINGLE,서울시,강남구,A
5409,MALE,40대,회사직원,MARREID,전라도,해남군,F
5410,FEMALE,40대,벤처직원,SINGLE,서울시,강동구,D
5411,FEMALE,40대,연구원,MARREID,부산시,사하구,D
5412,FEMALE,20대,자영업,MARREID,경상도,하동군,D
5413,FEMALE,50대,회사직원,SINGLE,경기도,포천시,D
5414,FEMALE,50대,교수,SINGLE,충청도,청주시,C
5415,MALE,20대,자영업,MARREID,부산시,사하구,H
5416,MALE,50대,변호사,MARREID,경기도,포천시,A
5417,FEMALE,30대,교수,MARREID,전라도,구례군,C
5418,MALE,30대,기자,MARREID,부산시,해운대구,E
5419,FEMALE,20대,자영업,MARREID,충청도,청주시,C
5420,FEMALE,50대,공무원,MARREID,경기도,평택시,E
5421,MALE,50대,공무원,SINGLE,부산시,기장군,H
5422,FEMALE,40대,교수,SINGLE,부산시,연제구,D
5423,FEMALE,30대,벤처직원,SINGLE,경기도,안양시,E
5424,FEMALE,30대,임시직,MARREID,경상도,포항시 남구,A
5425,FEMALE,40대,자영업,MARREID,경기도,포천시,G
5426,MALE,60대 이상,연구원,SINGLE,서울시,양천구,C
5427,FEMALE,30대,중소기업직원,SINGLE,전라도,광양시,E
5428,MALE,30대,임시직,MARREID,경상도,포항시 북구,D
5429,FEMALE,40대,의사,MARREID,서울시,강동구,C
5430,MALE,30대,자영업,MARREID,서울시,강동구,E
5431,FEMALE,20대,변호사,MARREID,경상도,포항시 남구,D
5432,FEMALE,30대,변호사,MARREID,충청도,홍성군,E
5433,MALE,40대,의사,MARREID,부산시,해운대구,F
5434,MALE,50대,회사직원,MARREID,서울시,강남구,C
5435,FEMALE,40대,기자,MARREID,경상도,포항시 남구,C
5436,FEMALE,50대,자영업,SINGLE,충청도,청주시,A
5437,FEMALE,30대,기자,MARREID,경기도,포천시,B
5438,FEMALE,50대,임시직,MARREID,부산시,해운대구,E
5439,FEMALE,20대,중소기업직원,MARREID,경기도,포천시,B
5440,MALE,20대,중소기업직원,SINGLE,경상도,함안군,B
5441,FEMALE,50대,기자,MARREID,경상도,하동군,D
5442,FEMALE,40대,교수,MARREID,부산시,해운대구,D
5443,MALE,40대,임시직,MARREID,경기도,가평군,D
5444,FEMALE,40대,중소기업직원,MARREID,충청도,청주시,D
5445,FEMALE,20대,중소기업직원,MARREID,부산시,해운대구,C
5446,FEMALE,20대,의사,MARREID,경상도,포항시 남구,G
5447,MALE,30대,임시직,MARREID,서울시,양천구,G
5448,MALE,30대,공무원,SINGLE,경상도,포항시 남구,H
5449,MALE,50대,회사직원,MARREID,경상도,포항시 남구,E
5450,MALE,40대,중소기업직원,SINGLE,경기도,가평군,H
5451,FEMALE,50대,공무원,MARREID,부산시,해운대구,D
5452,FEMALE,30대,의사,SINGLE,경상도,포항시 남구,D
5453,FEMALE,30대,변호사,SINGLE,부산시,해운대구,E
5454,FEMALE,40대,자영업,MARREID,서울시,마포구,F
5455,FEMALE,20대,자영업,MARREID,경기도,화성시,D
5456,FEMALE,50대,공무원,MARREID,서울시,양천구,D
5457,FEMALE,50대,임시직,MARREID,부산시,기장군,D
5458,MALE,30대,임시직,MARREID,충청도,홍성군,E
5459,FEMALE,40대,자영업,MARREID,충청도,청주시,A
5460,MALE,20대,중소기업직원,MARREID,경상도,거제시,F
5461,FEMALE,40대,중소기업직원,MARREID,전라도,광양시,D
5462,MALE,30대,자영업,SINGLE,부산시,기장군,C
5463,MALE,50대,자영업,MARREID,서울시,강남구,E
5464,MALE,30대,변호사,MARREID,부산시,사하구,B
5465,FEMALE,50대,중소기업직원,MARREID,서울시,양천구,F
5466,MALE,30대,기자,SINGLE,부산시,진구,A
5467,,40대,공무원,MARREID,충청도,충주시,H
5468,FEMALE,40대,임시직,MARREID,전라도,구례군,H
5469,FEMALE,20대,자영업,MARREID,서울시,양천구,C
5470,FEMALE,30대,변호사,SINGLE,충청도,천안시,E
5471,FEMALE,20대,회사직원,MARREID,전라도,광양시,B
5472,MALE,60대 이상,자영업,MARREID,경기도,포천시,E
5473,FEMALE,20대,자영업,MARREID,부산시,사하구,G
5474,MALE,50대,기자,MARREID,부산시,기장군,A
5475,FEMALE,50대,교수,MARREID,전라도,광양시,C
5476,FEMALE,40대,중소기업직원,SINGLE,경기도,안양시,H
5477,MALE,40대,자영업,MARREID,경상도,포항시 북구,H
5478,MALE,40대,자영업,MARREID,경기도,가평군,E
5479,FEMALE,40대,자영업,SINGLE,서울시,강남구,E
5480,MALE,20대,의사,MARREID,부산시,사하구,E
5481,MALE,30대,임시직,MARREID,부산시,해운대구,H
5482,MALE,40대,임시직,MARREID,경상도,포항시 남구,E
5483,FEMALE,40대,임시직,MARREID,충청도,청주시,C
5484,FEMALE,20대,자영업,MARREID,부산시,사하구,D
5485,MALE,30대,변호사,SINGLE,서울시,양천구,F
5486,FEMALE,40대,공무원,MARREID,경기도,안양시,F
5487,FEMALE,50대,자영업,MARREID,부산시,해운대구,D
5488,FEMALE,20대,학생,SINGLE,경상도,포항시 남구,B
5489,MALE,40대,회사직원,MARREID,서울시,양천구,H
5490,FEMALE,30대,임시직,SINGLE,전라도,익산시,E
5491,MALE,30대,자영업,MARREID,서울시,강북구,B
5492,MALE,30대,연구원,MARREID,부산시,해운대구,E
5493,MALE,20대,학생,SINGLE,경기도,평택시,D
5494,FEMALE,40대,변호사,MARREID,서울시,강북구,C
5495,MALE,30대,회사직원,MARREID,부산시,해운대구,H
5496,FEMALE,50대,공무원,MARREID,경상도,포항시 남구,D
5497,FEMALE,50대,중소기업직원,SINGLE,서울시,양천구,D
5498,FEMALE,20대,중소기업직원,MARREID,충청도,충주시,B
5499,FEMALE,40대,공무원,MARREID,경기도,포천시,B
5500,MALE,50대,변호사,SINGLE,경기도,화성시,F
5501,MALE,30대,벤처직원,SINGLE,서울시,강남구,H
5502,MALE,40대,임시직,SINGLE,충청도,홍성군,E
5503,MALE,30대,벤처직원,MARREID,경기도,안양시,E
5504,FEMALE,30대,중소기업직원,SINGLE,충청도,청주시,F
5505,MALE,20대,학생,SINGLE,부산시,해운대구,F
5506,FEMALE,30대,자영업,MARREID,서울시,강남구,G
5507,FEMALE,30대,벤처직원,MARREID,충청도,진천군,B
5508,MALE,20대,자영업,MARREID,경상도,함안군,G
5509,MALE,50대,임시직,MARREID,경상도,하동군,B
5510,FEMALE,50대,임시직,SINGLE,경상도,함안군,C
5511,MALE,50대,교수,MARREID,경상도,포항시 남구,A
5512,MALE,40대,의사,SINGLE,경기도,안양시,G
5513,FEMALE,20대,회사직원,MARREID,부산시,연제구,C
5514,FEMALE,50대,공무원,MARREID,부산시,해운대구,D
5515,FEMALE,30대,임시직,SINGLE,부산시,연제구,D
5516,FEMALE,20대,중소기업직원,MARREID,충청도,청주시,B
5517,MALE,50대,벤처직원,MARREID,서울시,양천구,A
5518,FEMALE,20대,학생,MARREID,전라도,광양시,G
5519,MALE,30대,중소기업직원,SINGLE,경기도,안양시,H
5520,MALE,40대,자영업,MARREID,충청도,청주시,C
5521,MALE,30대,임시직,MARREID,경상도,거제시,H
5522,FEMALE,40대,회사직원,SINGLE,서울시,양천구,D
5523,FEMALE,30대,기자,SINGLE,서울시,강동구,D
5524,FEMALE,20대,임시직,MARREID,전라도,해남군,B
5525,FEMALE,50대,벤처직원,MARREID,경기도,화성시,E
5526,FEMALE,20대,자영업,MARREID,충청도,청주시,F
5527,FEMALE,20대,회사직원,MARREID,충청도,청주시,C
5528,FEMALE,20대,자영업,MARREID,부산시,해운대구,G
5529,MALE,40대,변호사,MARREID,충청도,청주시,C
5530,MALE,50대,공무원,SINGLE,서울시,강남구,D
5531,FEMALE,20대,학생,MARREID,경기도,포천시,B
5532,UNKNOW,30대,회사직원,SINGLE,충청도,충주시,E
5533,MALE,20대,임시직,MARREID,경상도,하동군,B
5534,MALE,20대,자영업,MARREID,경기도,안양시,B
5535,MALE,40대,자영업,MARREID,서울시,양천구,G
5536,MALE,50대,자영업,MARREID,충청도,홍성군,G
5537,MALE,40대,임시직,MARREID,서울시,강북구,C
5538,MALE,30대,자영업,SINGLE,충청도,홍성군,B
5539,FEMALE,40대,회사직원,MARREID,경상도,거제시,D
5540,MALE,30대,임시직,MARREID,충청도,천안시,D
5541,FEMALE,30대,임시직,MARREID,충청도,충주시,F
5542,FEMALE,40대,임시직,MARREID,경기도,화성시,B
5543,FEMALE,50대,회사직원,MARREID,경상도,거제시,D
5544,MALE,20대,변호사,SINGLE,경상도,포항시 북구,D
5545,FEMALE,30대,중소기업직원,SINGLE,부산시,해운대구,E
5546,FEMALE,20대,중소기업직원,SINGLE,경기도,화성시,E
5547,FEMALE,40대,연구원,SINGLE,전라도,광양시,C
5548,FEMALE,40대,회사직원,MARREID,서울시,마포구,G
5549,FEMALE,20대,자영업,SINGLE,충청도,홍성군,H
5550,FEMALE,20대,자영업,MARREID,충청도,청주시,H
5551,MALE,50대,자영업,MARREID,서울시,양천구,F
5552,FEMALE,50대,자영업,MARREID,부산시,기장군,E
5553,FEMALE,50대,공무원,MARREID,경상도,포항시 남구,B
,MALE,50대,임시직,MARREID,경기도,포천시,A
5555,MALE,30대,벤처직원,SINGLE,경기도,화성시,H
5556,MALE,50대,중소기업직원,MARREID,서울시,강북구,A
5557,MALE,50대,벤처직원,MARREID,충청도,청주시,A
5558,FEMALE,50대,회사직원,SINGLE,경기도,평택시,D
5559,FEMALE,40대,공무원,MARREID,서울시,양천구,D
5560,MALE,50대,기자,SINGLE,서울시,강남구,E
5561,MALE,50대,교수,SINGLE,경기도,포천시,E
5562,MALE,50대,의사,MARREID,경기도,평택시,A
5563,MALE,20대,자영업,MARREID,부산시,사하구,H
5564,FEMALE,40대,자영업,SINGLE,부산시,해운대구,D
5565,FEMALE,50대,기자,MARREID,서울시,강남구,D
5566,MALE,40대,임시직,MARREID,서울시,강북구,B
5567,FEMALE,30대,회사직원,SINGLE,부산시,해운대구,E
5568,FEMALE,40대,변호사,MARREID,서울시,강동구,C
5569,MALE,20대,회사직원,MARREID,경상도,포항시 남구,E
5570,FEMALE,20대,자영업,MARREID,부산시,연제구,H
5571,MALE,20대,자영업,MARREID,서울시,강남구,E
5572,FEMALE,30대,임시직,MARREID,전라도,해남군,H
5573,FEMALE,20대,공무원,MARREID,서울시,양천구,B
5574,FEMALE,30대,중소기업직원,MARREID,경기도,포천시,C
5575,MALE,30대,임시직,SINGLE,경기도,화성시,G
5576,MALE,30대,기자,SINGLE,경상도,하동군,G
5577,FEMALE,30대,중소기업직원,SINGLE,서울시,양천구,E
5578,FEMALE,20대,자영업,MARREID,충청도,청주시,E
5579,FEMALE,20대,중소기업직원,MARREID,충청도,천안시,B
5580,FEMALE,30대,벤처직원,MARREID,부산시,연제구,E
5581,MALE,40대,공무원,MARREID,부산시,사하구,F
5582,MALE,50대,임시직,MARREID,경상도,거제시,C
5583,MALE,20대,학생,UNKNOWN,서울시,강동구,B
5584,MALE,30대,공무원,SINGLE,경기도,가평군,H
5585,MALE,50대,임시직,SINGLE,경기도,포천시,A
5586,MALE,20대,회사직원,MARREID,서울시,양천구,B
5587,MALE,40대,회사직원,MARREID,부산시,연제구,F
5588,FEMALE,40대,공무원,SINGLE,충청도,청주시,D
5589,FEMALE,20대,공무원,MARREID,충청도,청주시,A
5590,FEMALE,40대,벤처직원,MARREID,경기도,가평군,D
5591,FEMALE,50대,공무원,MARREID,경상도,포항시 남구,D
5592,FEMALE,50대,임시직,MARREID,경기도,평택시,C
5593,MALE,30대,회사직원,SINGLE,경상도,거제시,G
5594,FEMALE,50대,공무원,MARREID,서울시,양천구,H
5595,FEMALE,60대 이상,중소기업직원,MARREID,서울시,강남구,D
5596,FEMALE,40대,의사,SINGLE,경기도,안양시,F
5597,MALE,40대,벤처직원,SINGLE,경기도,화성시,C
5598,MALE,40대,의사,MARREID,경기도,평택시,F
5599,MALE,20대,공무원,MARREID,부산시,기장군,D
5600,FEMALE,40대,자영업,SINGLE,전라도,곡성군,A
5601,FEMALE,20대,자영업,MARREID,경기도,화성시,D
5602,FEMALE,20대,공무원,MARREID,부산시,사하구,B
5603,MALE,50대,벤처직원,SINGLE,경기도,화성시,C
5604,FEMALE,40대,중소기업직원,MARREID,서울시,강남구,D
5605,FEMALE,40대,공무원,MARREID,부산시,기장군,F
5606,MALE,40대,회사직원,SINGLE,충청도,천안시,H
5607,FEMALE,50대,의사,MARREID,서울시,양천구,D
5608,FEMALE,50대,중소기업직원,MARREID,전라도,광양시,D
5609,FEMALE,40대,임시직,MARREID,서울시,양천구,D
5610,FEMALE,40대,중소기업직원,MARREID,서울시,양천구,B
5611,FEMALE,20대,학생,MARREID,충청도,청주시,B
5612,FEMALE,40대,회사직원,SINGLE,충청도,천안시,B
5613,MALE,40대,연구원,MARREID,부산시,진구,F
5614,FEMALE,50대,공무원,MARREID,전라도,해남군,G
5615,FEMALE,30대,임시직,MARREID,서울시,양천구,A
5616,MALE,30대,자영업,SINGLE,경기도,화성시,H
5617,MALE,20대,벤처직원,SINGLE,경기도,포천시,F
5618,FEMALE,50대,중소기업직원,MARREID,충청도,홍성군,D
5619,FEMALE,40대,자영업,MARREID,서울시,강남구,G
5620,FEMALE,50대,벤처직원,MARREID,경상도,하동군,D
5621,FEMALE,30대,중소기업직원,MARREID,부산시,진구,E
5622,FEMALE,50대,자영업,SINGLE,서울시,양천구,C
5623,MALE,40대,임시직,MARREID,경기도,화성시,H
5624,FEMALE,20대,학생,SINGLE,서울시,양천구,C
5625,FEMALE,50대,임시직,MARREID,서울시,강동구,H
5626,FEMALE,50대,공무원,MARREID,부산시,사하구,C
5627,MALE,40대,벤처직원,SINGLE,부산시,해운대구,A
5628,MALE,40대,중소기업직원,MARREID,부산시,기장군,F
5629,FEMALE,30대,공무원,MARREID,경기도,포천시,E
5630,FEMALE,40대,자영업,MARREID,서울시,강남구,B
5631,FEMALE,30대,회사직원,MARREID,부산시,해운대구,E
5632,MALE,20대,학생,MARREID,부산시,해운대구,D
5633,FEMALE,40대,공무원,SINGLE,서울시,양천구,D
5634,FEMALE,30대,교수,SINGLE,경상도,포항시 남구,E
5635,FEMALE,20대,자영업,SINGLE,부산시,해운대구,E
5636,FEMALE,50대,임시직,MARREID,부산시,기장군,H
5637,FEMALE,20대,학생,SINGLE,경상도,하동군,B
5638,FEMALE,30대,공무원,MARREID,부산시,연제구,E
5639,FEMALE,50대,공무원,MARREID,경상도,하동군,E
5640,FEMALE,30대,연구원,MARREID,부산시,기장군,D
5641,MALE,20대,학생,SINGLE,서울시,마포구,G
5642,FEMALE,50대,회사직원,MARREID,부산시,해운대구,D
5643,MALE,30대,임시직,SINGLE,경상도,함안군,E
5644,FEMALE,40대,연구원,MARREID,부산시,해운대구,G
5645,MALE,30대,연구원,MARREID,경기도,포천시,H
5646,FEMALE,40대,연구원,SINGLE,경기도,포천시,D
5647,MALE,20대,회사직원,SINGLE,경기도,화성시,B
5648,FEMALE,30대,중소기업직원,SINGLE,서울시,강남구,B
5649,FEMALE,50대,교수,SINGLE,경상도,포항시 남구,C
5650,FEMALE,20대,학생,MARREID,충청도,진천군,B
5651,MALE,20대,임시직,SINGLE,전라도,구례군,F
5652,FEMALE,50대,공무원,MARREID,서울시,양천구,D
5653,MALE,40대,임시직,MARREID,서울시,강북구,H
5654,FEMALE,30대,교수,SINGLE,서울시,양천구,C
5655,MALE,20대,공무원,MARREID,서울시,마포구,B
5656,MALE,50대,벤처직원,MARREID,서울시,양천구,E
5657,FEMALE,30대,중소기업직원,SINGLE,경상도,포항시 남구,E
5658,MALE,40대,회사직원,MARREID,경상도,포항시 북구,G
5659,MALE,20대,교수,MARREID,경기도,평택시,G
5660,MALE,30대,임시직,MARREID,경기도,화성시,B
5661,MALE,40대,공무원,MARREID,경상도,포항시 남구,C
5662,MALE,20대,중소기업직원,SINGLE,부산시,사하구,F
5663,MALE,20대,회사직원,MARREID,서울시,강남구,D
5664,MALE,40대,변호사,SINGLE,충청도,청주시,A
5665,FEMALE,20대,자영업,SINGLE,충청도,홍성군,H
5666,FEMALE,30대,자영업,SINGLE,부산시,사하구,E
5667,FEMALE,50대,기자,MARREID,서울시,양천구,C
5668,FEMALE,50대,중소기업직원,MARREID,전라도,해남군,D
5669,FEMALE,50대,벤처직원,SINGLE,경상도,포항시 북구,F
5670,FEMALE,20대,회사직원,MARREID,충청도,천안시,B
5671,MALE,30대,공무원,MARREID,충청도,청주시,E
5672,MALE,30대,변호사,SINGLE,충청도,청주시,F
5673,MALE,30대,공무원,MARREID,전라도,해남군,D
5674,FEMALE,40대,의사,MARREID,부산시,해운대구,E
5675,FEMALE,30대,공무원,MARREID,충청도,홍성군,E
5676,FEMALE,30대,교수,MARREID,경상도,포항시 북구,G
5677,MALE,40대,자영업,MARREID,서울시,양천구,E
5678,MALE,40대,벤처직원,MARREID,충청도,청주시,F
5679,MALE,50대,중소기업직원,SINGLE,서울시,강남구,H
5680,MALE,20대,학생,MARREID,부산시,해운대구,G
5681,FEMALE,20대,학생,MARREID,서울시,강남구,E
5682,FEMALE,20대,학생,MARREID,서울시,강남구,B
5683,FEMALE,40대,공무원,MARREID,부산시,해운대구,D
5684,FEMALE,40대,의사,MARREID,부산시,기장군,C
5685,FEMALE,40대,자영업,MARREID,부산시,진구,D
5686,FEMALE,40대,자영업,MARREID,전라도,해남군,H
5687,MALE,50대,변호사,SINGLE,경기도,포천시,A
5688,FEMALE,40대,연구원,MARREID,부산시,진구,C
5689,MALE,30대,자영업,MARREID,서울시,양천구,E
5690,FEMALE,30대,의사,MARREID,서울시,양천구,G
5691,FEMALE,30대,공무원,MARREID,충청도,충주시,E
5692,MALE,40대,자영업,SINGLE,서울시,강북구,H
5693,FEMALE,30대,회사직원,MARREID,부산시,사하구,C
5694,MALE,50대,기자,SINGLE,경기도,가평군,E
5695,MALE,30대,연구원,MARREID,부산시,해운대구,E
5696,FEMALE,30대,임시직,MARREID,경기도,포천시,H
5697,FEMALE,20대,자영업,MARREID,경상도,거제시,B
5698,FEMALE,20대,학생,MARREID,부산시,사하구,C
5699,MALE,50대,연구원,SINGLE,부산시,해운대구,D
5700,FEMALE,50대,회사직원,MARREID,충청도,천안시,D
5701,,50대,회사직원,MARREID,서울시,강동구,A
5702,MALE,50대,중소기업직원,SINGLE,부산시,해운대구,A
5703,FEMALE,50대,중소기업직원,MARREID,경상도,함안군,D
5704,FEMALE,40대,기자,MARREID,충청도,홍성군,G
5705,FEMALE,50대,공무원,MARREID,서울시,마포구,D
5706,MALE,50대,중소기업직원,MARREID,부산시,사하구,A
5707,FEMALE,50대,자영업,MARREID,경기도,화성시,D
5708,FEMALE,20대,자영업,MARREID,경기도,화성시,A
5709,FEMALE,50대,자영업,SINGLE,경기도,가평군,C
5710,FEMALE,50대,벤처직원,MARREID,부산시,사하구,D
5711,FEMALE,30대,임시직,SINGLE,충청도,청주시,E
5712,FEMALE,20대,벤처직원,SINGLE,서울시,강남구,B
5713,FEMALE,50대,자영업,SINGLE,서울시,양천구,H
5714,MALE,20대,벤처직원,MARREID,서울시,강남구,F
5715,FEMALE,40대,임시직,MARREID,서울시,양천구,B
5716,FEMALE,50대,교수,MARREID,경기도,포천시,C
5717,FEMALE,20대,회사직원,MARREID,경기도,가평군,B
5718,FEMALE,30대,공무원,SINGLE,전라도,광양시,C
5719,MALE,40대,회사직원,MARREID,경상도,포항시 북구,F
5720,FEMALE,50대,중소기업직원,MARREID,서울시,강북구,D
5721,MALE,30대,임시직,MARREID,부산시,해운대구,D
5722,FEMALE,40대,공무원,MARREID,경상도,거제시,C
5723,MALE,50대,연구원,MARREID,충청도,청주시,D
5724,FEMALE,40대,교수,SINGLE,경기도,포천시,D
5725,MALE,40대,임시직,MARREID,전라도,광양시,A
5726,FEMALE,40대,벤처직원,MARREID,서울시,강동구,B
5727,MALE,30대,변호사,SINGLE,서울시,강남구,H
5728,MALE,50대,공무원,SINGLE,전라도,해남군,A
5729,FEMALE,50대,공무원,MARREID,경상도,포항시 북구,D
5730,MALE,50대,회사직원,MARREID,부산시,해운대구,A
5731,MALE,50대,연구원,MARREID,서울시,강남구,A
5732,MALE,30대,연구원,MARREID,경상도,포항시 남구,D
5733,FEMALE,40대,공무원,MARREID,서울시,강동구,G
5734,MALE,40대,벤처직원,MARREID,충청도,청주시,F
5735,FEMALE,30대,벤처직원,SINGLE,서울시,마포구,E
5736,FEMALE,50대,임시직,MARREID,부산시,해운대구,G
5737,FEMALE,20대,기자,SINGLE,서울시,양천구,G
5738,MALE,50대,기자,SINGLE,부산시,기장군,A
5739,FEMALE,50대,자영업,MARREID,경기도,평택시,A
5740,FEMALE,50대,벤처직원,MARREID,부산시,연제구,D
5741,FEMALE,50대,자영업,SINGLE,서울시,양천구,G
5742,FEMALE,40대,교수,SINGLE,전라도,광양시,C
5743,MALE,50대,공무원,MARREID,서울시,강남구,D
5744,MALE,20대,연구원,MARREID,경기도,평택시,E
5745,MALE,20대,벤처직원,MARREID,서울시,강남구,B
5746,MALE,30대,자영업,MARREID,경기도,화성시,G
5747,MALE,30대,임시직,MARREID,서울시,강남구,H
5748,MALE,40대,벤처직원,SINGLE,경기도,포천시,G
5749,MALE,40대,중소기업직원,SINGLE,경기도,화성시,H
5750,FEMALE,40대,연구원,SINGLE,서울시,강북구,C
5751,FEMALE,50대,자영업,SINGLE,부산시,해운대구,B
5752,MALE,30대,회사직원,SINGLE,서울시,강남구,H
