seq,prefer,frequency,wineFrequency
5055,±Ì¿Ã∞®,2,1
5056,¥Áµµ,2,1
5057,±Ì¿Ã∞®,5,3
5058,±Ì¿Ã∞®,3,2
5059,±Ì¿Ã∞®,3,1
5060,¥Áµµ,3,2
5061,±Ì¿Ã∞®,1,1
5062,±Ì¿Ã∞®,2,1
5063,¥Áµµ,5,1
5064,±Ì¿Ã∞®,1,1
5065,±Ì¿Ã∞®,3,2
5066,±Ì¿Ã∞®,2,1
5067,¥Áµµ,4,2
5068,±Ì¿Ã∞®,2,1
5069,¥Áµµ,2,1
5070,¥Áµµ,2,1
5071,¥Áµµ,3,2
5072,¥Áµµ,2,1
5073,¥Áµµ,5,4
5074,±Ì¿Ã∞®,4,2
5075,¥Áµµ,3,1
5076,¥Áµµ,2,1
5077,¥Áµµ,4,1
5078,¥Áµµ,3,2
5079,±Ì¿Ã∞®,1,1
5080,±Ì¿Ã∞®,2,1
5081,±Ì¿Ã∞®,3,1
5082,¥Áµµ,5,2
5083,¥Áµµ,4,2
5084,¥Áµµ,3,1
5085,±Ì¿Ã∞®,2,1
5086,±Ì¿Ã∞®,3,4
5087,¥Áµµ,1,1
5088,±Ì¿Ã∞®,2,1
5089,¥Áµµ,3,1
5090,±Ì¿Ã∞®,2,1
5091,±Ì¿Ã∞®,2,1
5092,±Ì¿Ã∞®,3,2
5093,±Ì¿Ã∞®,2,1
5094,±Ì¿Ã∞®,5,2
5095,±Ì¿Ã∞®,3,2
5096,¥Áµµ,1,1
5097,¥Áµµ,2,1
5098,¥Áµµ,1,1
5099,¥Áµµ,2,1
5100,±Ì¿Ã∞®,1,1
5101,¥Áµµ,3,2
5102,±Ì¿Ã∞®,2,1
5103,±Ì¿Ã∞®,4,1
5104,±Ì¿Ã∞®,2,1
5105,±Ì¿Ã∞®,3,1
5106,¥Áµµ,1,1
5107,¥Áµµ,1,1
5108,±Ì¿Ã∞®,4,3
5109,±Ì¿Ã∞®,1,1
5110,±Ì¿Ã∞®,3,2
5111,¥Áµµ,5,4
5112,¥Áµµ,3,1
5113,±Ì¿Ã∞®,2,1
5114,±Ì¿Ã∞®,3,2
5115,±Ì¿Ã∞®,3,1
5116,±Ì¿Ã∞®,1,1
5117,±Ì¿Ã∞®,2,1
5118,¥Áµµ,2,1
5119,±Ì¿Ã∞®,2,1
5120,¥Áµµ,3,2
5121,±Ì¿Ã∞®,1,1
5122,¥Áµµ,2,1
5123,¥Áµµ,2,1
5124,±Ì¿Ã∞®,1,1
5125,¥Áµµ,2,1
5126,±Ì¿Ã∞®,2,1
5127,¥Áµµ,3,1
5128,¥Áµµ,3,1
5129,±Ì¿Ã∞®,3,1
5130,¥Áµµ,1,1
5131,±Ì¿Ã∞®,2,1
5132,¥Áµµ,2,1
5133,±Ì¿Ã∞®,2,1
5134,±Ì¿Ã∞®,3,1
5135,¥Áµµ,2,1
5136,¥Áµµ,3,1
5137,¥Áµµ,4,3
5138,¥Áµµ,2,1
5139,±Ì¿Ã∞®,1,1
5140,±Ì¿Ã∞®,2,1
5141,±Ì¿Ã∞®,1,1
5142,±Ì¿Ã∞®,3,1
5143,±Ì¿Ã∞®,1,1
5144,¥Áµµ,2,1
5145,±Ì¿Ã∞®,2,1
5146,¥Áµµ,4,3
5147,¥Áµµ,2,1
5148,±Ì¿Ã∞®,4,1
5149,¥Áµµ,2,1
5150,¥Áµµ,1,1
5151,¥Áµµ,5,4
5152,¥Áµµ,2,1
5153,±Ì¿Ã∞®,3,1
5154,±Ì¿Ã∞®,4,2
5155,¥Áµµ,3,2
5156,±Ì¿Ã∞®,3,1
5157,±Ì¿Ã∞®,2,1
5158,±Ì¿Ã∞®,1,1
5159,¥Áµµ,2,1
5160,¥Áµµ,5,3
5161,¥Áµµ,3,2
5162,¥Áµµ,2,1
5163,¥Áµµ,4,2
5164,¥Áµµ,1,1
5165,¥Áµµ,1,1
5166,¥Áµµ,2,1
5167,±Ì¿Ã∞®,3,2
5168,±Ì¿Ã∞®,2,1
5169,¥Áµµ,3,1
5170,¥Áµµ,1,1
5171,¥Áµµ,1,1
5172,±Ì¿Ã∞®,2,1
5173,¥Áµµ,2,1
5174,¥Áµµ,5,3
5175,±Ì¿Ã∞®,4,1
5176,±Ì¿Ã∞®,5,1
5177,¥Áµµ,4,1
5178,¥Áµµ,2,1
5179,¥Áµµ,2,1
5180,±Ì¿Ã∞®,3,1
5181,¥Áµµ,3,2
5182,±Ì¿Ã∞®,3,2
5183,±Ì¿Ã∞®,3,2
5184,¥Áµµ,2,1
5185,±Ì¿Ã∞®,2,1
5186,±Ì¿Ã∞®,3,1
5187,±Ì¿Ã∞®,2,1
5188,±Ì¿Ã∞®,4,3
5189,¥Áµµ,2,1
5190,±Ì¿Ã∞®,3,1
5191,±Ì¿Ã∞®,2,1
5192,±Ì¿Ã∞®,3,2
5193,¥Áµµ,1,1
5194,¥Áµµ,2,1
5195,±Ì¿Ã∞®,5,1
5196,¥Áµµ,2,1
5197,±Ì¿Ã∞®,3,1
5198,¥Áµµ,5,4
5199,¥Áµµ,2,1
5200,±Ì¿Ã∞®,1,1
5201,¥Áµµ,2,1
5202,±Ì¿Ã∞®,3,1
5203,¥Áµµ,2,1
5204,¥Áµµ,2,1
5205,±Ì¿Ã∞®,3,2
5206,¥Áµµ,1,1
5207,±Ì¿Ã∞®,2,1
5208,±Ì¿Ã∞®,1,1
5209,±Ì¿Ã∞®,3,1
5210,¥Áµµ,3,1
5211,¥Áµµ,4,2
5212,¥Áµµ,2,1
5213,¥Áµµ,4,2
5214,¥Áµµ,2,1
5215,±Ì¿Ã∞®,1,1
5216,±Ì¿Ã∞®,3,2
5217,±Ì¿Ã∞®,2,1
5218,¥Áµµ,2,1
5219,±Ì¿Ã∞®,2,1
5220,¥Áµµ,3,2
5221,±Ì¿Ã∞®,2,1
5222,±Ì¿Ã∞®,3,1
5223,¥Áµµ,2,1
5224,¥Áµµ,1,1
5225,±Ì¿Ã∞®,2,1
5226,¥Áµµ,1,1
5227,±Ì¿Ã∞®,4,2
5228,¥Áµµ,2,1
5229,¥Áµµ,2,1
5230,±Ì¿Ã∞®,2,1
5231,±Ì¿Ã∞®,2,1
5232,¥Áµµ,2,1
5233,¥Áµµ,3,2
5234,¥Áµµ,3,2
5235,¥Áµµ,4,3
5236,±Ì¿Ã∞®,1,1
5237,¥Áµµ,2,1
5238,±Ì¿Ã∞®,2,1
5239,¥Áµµ,2,1
5240,±Ì¿Ã∞®,3,1
5241,¥Áµµ,3,2
5242,±Ì¿Ã∞®,3,2
5243,±Ì¿Ã∞®,2,1
5244,¥Áµµ,6,4
5245,¥Áµµ,3,2
5246,¥Áµµ,4,1
5247,±Ì¿Ã∞®,3,2
5248,¥Áµµ,5,1
5249,±Ì¿Ã∞®,1,1
5250,¥Áµµ,1,1
5251,¥Áµµ,3,1
5252,±Ì¿Ã∞®,3,2
5253,¥Áµµ,6,4
5254,±Ì¿Ã∞®,3,1
5255,¥Áµµ,5,4
5256,¥Áµµ,5,1
5257,¥Áµµ,3,2
5258,¥Áµµ,4,2
5259,¥Áµµ,3,2
5260,¥Áµµ,1,1
5261,±Ì¿Ã∞®,3,2
5262,±Ì¿Ã∞®,2,1
5263,±Ì¿Ã∞®,3,2
5264,±Ì¿Ã∞®,2,1
5265,¥Áµµ,4,2
5266,¥Áµµ,4,3
5267,±Ì¿Ã∞®,2,1
5268,¥Áµµ,2,1
5269,±Ì¿Ã∞®,2,1
5270,¥Áµµ,3,1
5271,¥Áµµ,4,3
5272,±Ì¿Ã∞®,3,2
5273,±Ì¿Ã∞®,2,1
5274,±Ì¿Ã∞®,2,1
5275,¥Áµµ,2,1
5276,¥Áµµ,3,2
5277,¥Áµµ,2,1
5278,±Ì¿Ã∞®,2,1
5279,¥Áµµ,2,1
5280,¥Áµµ,1,1
5281,±Ì¿Ã∞®,1,1
5282,¥Áµµ,3,1
5283,±Ì¿Ã∞®,1,1
5284,±Ì¿Ã∞®,2,1
5285,±Ì¿Ã∞®,2,1
5286,¥Áµµ,3,2
5287,±Ì¿Ã∞®,2,1
5288,¥Áµµ,2,1
5289,±Ì¿Ã∞®,3,2
5290,¥Áµµ,2,1
5291,¥Áµµ,2,1
5292,±Ì¿Ã∞®,2,1
5293,±Ì¿Ã∞®,1,1
5294,±Ì¿Ã∞®,2,1
5295,¥Áµµ,1,1
5296,¥Áµµ,2,1
5297,±Ì¿Ã∞®,3,2
5298,±Ì¿Ã∞®,2,1
5299,¥Áµµ,2,1
5300,±Ì¿Ã∞®,2,1
5301,±Ì¿Ã∞®,2,1
5302,±Ì¿Ã∞®,5,3
5303,±Ì¿Ã∞®,2,1
5304,±Ì¿Ã∞®,1,1
5305,¥Áµµ,2,1
5306,¥Áµµ,1,1
5307,¥Áµµ,3,2
5308,±Ì¿Ã∞®,1,1
5309,±Ì¿Ã∞®,2,1
5310,±Ì¿Ã∞®,1,1
5311,¥Áµµ,2,1
5312,¥Áµµ,3,1
5313,±Ì¿Ã∞®,2,1
5314,¥Áµµ,1,1
5315,±Ì¿Ã∞®,1,1
5316,¥Áµµ,2,1
5317,¥Áµµ,4,3
5318,±Ì¿Ã∞®,2,1
5319,¥Áµµ,5,1
5320,±Ì¿Ã∞®,3,2
5321,¥Áµµ,2,1
5322,±Ì¿Ã∞®,3,2
5323,¥Áµµ,1,1
5324,±Ì¿Ã∞®,2,1
5325,±Ì¿Ã∞®,3,1
5326,±Ì¿Ã∞®,2,1
5327,¥Áµµ,3,1
5328,¥Áµµ,5,2
5329,±Ì¿Ã∞®,3,1
5330,¥Áµµ,3,2
5331,¥Áµµ,1,1
5332,±Ì¿Ã∞®,3,1
5333,±Ì¿Ã∞®,1,1
5334,±Ì¿Ã∞®,2,1
5335,¥Áµµ,2,1
5336,±Ì¿Ã∞®,5,3
5337,±Ì¿Ã∞®,3,1
5338,¥Áµµ,1,1
5339,±Ì¿Ã∞®,3,1
5340,¥Áµµ,4,1
5341,±Ì¿Ã∞®,1,1
5342,¥Áµµ,2,1
5343,¥Áµµ,2,1
5344,¥Áµµ,3,2
5345,±Ì¿Ã∞®,3,2
5346,¥Áµµ,1,1
5347,±Ì¿Ã∞®,4,2
5348,±Ì¿Ã∞®,2,1
5349,¥Áµµ,3,1
5350,¥Áµµ,3,1
5351,±Ì¿Ã∞®,4,2
5352,±Ì¿Ã∞®,3,2
5353,±Ì¿Ã∞®,1,1
5354,±Ì¿Ã∞®,1,1
5355,¥Áµµ,2,1
5356,±Ì¿Ã∞®,2,1
5357,±Ì¿Ã∞®,2,1
5358,±Ì¿Ã∞®,1,1
5359,¥Áµµ,3,1
5360,±Ì¿Ã∞®,2,1
5361,±Ì¿Ã∞®,2,1
5362,±Ì¿Ã∞®,2,1
5363,±Ì¿Ã∞®,3,1
5364,±Ì¿Ã∞®,2,1
5365,±Ì¿Ã∞®,1,1
5366,±Ì¿Ã∞®,1,1
5367,±Ì¿Ã∞®,5,1
5368,±Ì¿Ã∞®,2,1
5369,¥Áµµ,1,1
5370,¥Áµµ,2,1
5371,¥Áµµ,2,1
5372,±Ì¿Ã∞®,2,1
5373,¥Áµµ,2,1
5374,¥Áµµ,3,2
5375,¥Áµµ,2,1
5376,±Ì¿Ã∞®,3,2
5377,±Ì¿Ã∞®,3,2
5378,¥Áµµ,2,1
5379,±Ì¿Ã∞®,2,1
5380,±Ì¿Ã∞®,4,1
5381,¥Áµµ,5,2
5382,±Ì¿Ã∞®,3,1
5383,¥Áµµ,4,3
5384,±Ì¿Ã∞®,2,1
5385,±Ì¿Ã∞®,2,1
5386,¥Áµµ,1,1
5387,¥Áµµ,3,1
5388,¥Áµµ,3,1
5389,¥Áµµ,2,1
5390,¥Áµµ,2,1
5391,±Ì¿Ã∞®,3,2
5392,±Ì¿Ã∞®,1,1
5393,±Ì¿Ã∞®,1,1
5394,¥Áµµ,2,1
5395,±Ì¿Ã∞®,2,1
5396,±Ì¿Ã∞®,2,1
5397,±Ì¿Ã∞®,2,1
5398,±Ì¿Ã∞®,5,2
5399,±Ì¿Ã∞®,3,2
5400,±Ì¿Ã∞®,1,1
5401,¥Áµµ,3,2
5402,¥Áµµ,3,2
5403,±Ì¿Ã∞®,6,2
5404,±Ì¿Ã∞®,3,1
5405,¥Áµµ,2,1
5406,±Ì¿Ã∞®,2,1
5407,¥Áµµ,3,2
5408,¥Áµµ,6,1
5409,±Ì¿Ã∞®,4,3
5410,±Ì¿Ã∞®,3,1
5411,¥Áµµ,1,1
5412,¥Áµµ,6,3
5413,¥Áµµ,3,2
5414,¥Áµµ,2,1
5415,±Ì¿Ã∞®,1,1
5416,¥Áµµ,1,1
5417,±Ì¿Ã∞®,3,1
5418,¥Áµµ,3,1
5419,¥Áµµ,2,1
5420,¥Áµµ,2,1
5421,±Ì¿Ã∞®,4,3
5422,¥Áµµ,4,2
5423,±Ì¿Ã∞®,3,2
5424,±Ì¿Ã∞®,5,3
5425,±Ì¿Ã∞®,3,2
5426,±Ì¿Ã∞®,2,1
5427,¥Áµµ,1,1
5428,¥Áµµ,3,1
5429,±Ì¿Ã∞®,3,1
5430,¥Áµµ,1,1
5431,±Ì¿Ã∞®,2,1
5432,¥Áµµ,2,1
5433,¥Áµµ,2,1
5434,±Ì¿Ã∞®,4,3
5435,¥Áµµ,4,3
5436,±Ì¿Ã∞®,1,1
5437,¥Áµµ,2,1
5438,¥Áµµ,3,1
5439,¥Áµµ,2,1
5440,¥Áµµ,2,1
5441,¥Áµµ,3,1
5442,¥Áµµ,3,1
5443,±Ì¿Ã∞®,2,1
5444,±Ì¿Ã∞®,1,1
5445,±Ì¿Ã∞®,3,2
5446,±Ì¿Ã∞®,2,1
5447,¥Áµµ,3,2
5448,±Ì¿Ã∞®,1,1
5449,±Ì¿Ã∞®,4,3
5450,¥Áµµ,2,1
5451,±Ì¿Ã∞®,4,2
5452,¥Áµµ,1,1
5453,¥Áµµ,3,2
5454,¥Áµµ,1,1
5455,±Ì¿Ã∞®,2,1
5456,¥Áµµ,2,1
5457,±Ì¿Ã∞®,2,1
5458,¥Áµµ,1,1
5459,±Ì¿Ã∞®,2,1
5460,¥Áµµ,2,1
5461,¥Áµµ,3,1
5462,¥Áµµ,2,1
5463,¥Áµµ,2,1
5464,¥Áµµ,3,1
5465,¥Áµµ,2,1
5466,±Ì¿Ã∞®,2,1
5467,±Ì¿Ã∞®,5,4
5468,±Ì¿Ã∞®,4,3
5469,±Ì¿Ã∞®,2,1
5470,±Ì¿Ã∞®,1,1
5471,±Ì¿Ã∞®,2,1
5472,¥Áµµ,2,1
5473,±Ì¿Ã∞®,2,1
5474,¥Áµµ,2,1
5475,±Ì¿Ã∞®,2,1
5476,¥Áµµ,1,1
5477,±Ì¿Ã∞®,3,1
5478,±Ì¿Ã∞®,2,1
5479,±Ì¿Ã∞®,4,2
5480,±Ì¿Ã∞®,2,1
5481,±Ì¿Ã∞®,1,1
5482,±Ì¿Ã∞®,5,4
5483,¥Áµµ,3,1
5484,¥Áµµ,3,1
5485,¥Áµµ,3,2
5486,¥Áµµ,1,1
5487,¥Áµµ,1,1
5488,±Ì¿Ã∞®,1,1
5489,¥Áµµ,1,1
5490,±Ì¿Ã∞®,2,1
5491,¥Áµµ,3,2
5492,±Ì¿Ã∞®,2,1
5493,¥Áµµ,4,3
5494,±Ì¿Ã∞®,2,1
5495,±Ì¿Ã∞®,1,1
5496,±Ì¿Ã∞®,2,1
5497,±Ì¿Ã∞®,3,1
5498,±Ì¿Ã∞®,2,1
5499,±Ì¿Ã∞®,2,1
5500,±Ì¿Ã∞®,3,2
5501,±Ì¿Ã∞®,2,1
5502,±Ì¿Ã∞®,2,1
5503,¥Áµµ,2,1
5504,¥Áµµ,1,1
5505,±Ì¿Ã∞®,3,1
5506,¥Áµµ,2,1
5507,¥Áµµ,1,1
5508,±Ì¿Ã∞®,2,1
5509,¥Áµµ,4,1
5510,¥Áµµ,2,1
5511,±Ì¿Ã∞®,3,1
5512,±Ì¿Ã∞®,3,1
5513,±Ì¿Ã∞®,1,1
5514,¥Áµµ,2,1
5515,¥Áµµ,2,1
5516,¥Áµµ,2,1
5517,±Ì¿Ã∞®,4,1
5518,±Ì¿Ã∞®,3,2
5519,¥Áµµ,3,2
5520,±Ì¿Ã∞®,3,1
5521,¥Áµµ,1,1
5522,¥Áµµ,5,4
5523,¥Áµµ,1,1
5524,±Ì¿Ã∞®,1,1
5525,±Ì¿Ã∞®,2,1
5526,¥Áµµ,1,1
5527,±Ì¿Ã∞®,3,1
5528,¥Áµµ,5,4
5529,±Ì¿Ã∞®,2,1
5530,¥Áµµ,3,1
5531,±Ì¿Ã∞®,1,1
5532,±Ì¿Ã∞®,2,1
5533,±Ì¿Ã∞®,1,1
5534,¥Áµµ,2,1
5535,±Ì¿Ã∞®,3,2
5536,¥Áµµ,2,1
5537,±Ì¿Ã∞®,2,1
5538,±Ì¿Ã∞®,1,1
5539,¥Áµµ,1,1
5540,¥Áµµ,1,1
5541,¥Áµµ,2,1
5542,±Ì¿Ã∞®,2,1
5543,¥Áµµ,2,1
5544,±Ì¿Ã∞®,1,1
5545,¥Áµµ,6,5
5546,±Ì¿Ã∞®,1,1
5547,±Ì¿Ã∞®,2,1
5548,¥Áµµ,2,1
5549,¥Áµµ,4,3
5550,±Ì¿Ã∞®,2,1
5551,¥Áµµ,3,1
5552,±Ì¿Ã∞®,2,1
5553,±Ì¿Ã∞®,2,1
5554,±Ì¿Ã∞®,2,1
5555,¥Áµµ,3,2
5556,±Ì¿Ã∞®,3,2
5557,±Ì¿Ã∞®,1,1
5558,±Ì¿Ã∞®,4,2
5559,¥Áµµ,2,1
5560,±Ì¿Ã∞®,2,1
5561,¥Áµµ,4,1
5562,±Ì¿Ã∞®,2,1
5563,¥Áµµ,3,2
5564,¥Áµµ,4,3
5565,±Ì¿Ã∞®,3,2
5566,¥Áµµ,2,1
5567,±Ì¿Ã∞®,2,1
5568,¥Áµµ,2,1
5569,¥Áµµ,1,1
5570,¥Áµµ,3,1
5571,±Ì¿Ã∞®,1,1
5572,¥Áµµ,4,3
5573,¥Áµµ,1,1
5574,±Ì¿Ã∞®,2,1
5575,¥Áµµ,3,2
5576,¥Áµµ,2,1
5577,¥Áµµ,4,2
5578,±Ì¿Ã∞®,4,2
5579,¥Áµµ,2,1
5580,¥Áµµ,3,2
5581,¥Áµµ,2,1
5582,¥Áµµ,2,1
5583,¥Áµµ,2,1
5584,¥Áµµ,5,2
5585,¥Áµµ,3,1
5586,¥Áµµ,2,1
5587,¥Áµµ,3,1
5588,±Ì¿Ã∞®,3,2
5589,¥Áµµ,1,1
5590,±Ì¿Ã∞®,2,1
5591,¥Áµµ,2,1
5592,±Ì¿Ã∞®,6,4
5593,¥Áµµ,1,1
5594,±Ì¿Ã∞®,2,1
5595,¥Áµµ,3,1
5596,±Ì¿Ã∞®,2,1
5597,¥Áµµ,3,1
5598,¥Áµµ,2,1
5599,¥Áµµ,3,2
5600,±Ì¿Ã∞®,5,2
5601,±Ì¿Ã∞®,2,1
5602,±Ì¿Ã∞®,4,1
5603,¥Áµµ,2,1
5604,¥Áµµ,2,1
5605,¥Áµµ,2,1
5606,±Ì¿Ã∞®,3,1
5607,¥Áµµ,2,1
5608,±Ì¿Ã∞®,2,1
5609,¥Áµµ,1,1
5610,¥Áµµ,1,1
5611,±Ì¿Ã∞®,3,1
5612,±Ì¿Ã∞®,3,1
5613,±Ì¿Ã∞®,2,1
5614,¥Áµµ,3,2
5615,±Ì¿Ã∞®,1,1
5616,±Ì¿Ã∞®,3,1
5617,±Ì¿Ã∞®,3,2
5618,±Ì¿Ã∞®,1,1
5619,¥Áµµ,3,1
5620,¥Áµµ,3,1
5621,¥Áµµ,2,1
5622,±Ì¿Ã∞®,1,1
5623,¥Áµµ,2,1
5624,¥Áµµ,3,1
5625,¥Áµµ,2,1
5626,±Ì¿Ã∞®,4,1
5627,±Ì¿Ã∞®,1,1
5628,±Ì¿Ã∞®,3,1
5629,±Ì¿Ã∞®,2,1
5630,±Ì¿Ã∞®,1,1
5631,±Ì¿Ã∞®,1,1
5632,¥Áµµ,3,1
5633,¥Áµµ,3,1
5634,¥Áµµ,3,2
5635,¥Áµµ,3,2
5636,±Ì¿Ã∞®,2,1
5637,¥Áµµ,3,2
5638,±Ì¿Ã∞®,3,2
5639,±Ì¿Ã∞®,2,1
5640,¥Áµµ,1,1
5641,±Ì¿Ã∞®,1,1
5642,¥Áµµ,3,1
5643,±Ì¿Ã∞®,2,1
5644,±Ì¿Ã∞®,3,1
5645,±Ì¿Ã∞®,3,1
5646,±Ì¿Ã∞®,5,1
5647,¥Áµµ,6,2
5648,¥Áµµ,3,1
5649,±Ì¿Ã∞®,4,3
5650,±Ì¿Ã∞®,2,1
5651,¥Áµµ,3,2
5652,¥Áµµ,2,1
5653,¥Áµµ,4,1
5654,¥Áµµ,2,1
5655,±Ì¿Ã∞®,3,1
5656,¥Áµµ,3,2
5657,¥Áµµ,2,1
5658,±Ì¿Ã∞®,1,1
5659,¥Áµµ,1,1
5660,¥Áµµ,5,1
5661,±Ì¿Ã∞®,1,1
5662,¥Áµµ,1,1
5663,±Ì¿Ã∞®,2,1
5664,±Ì¿Ã∞®,3,2
5665,¥Áµµ,3,2
5666,¥Áµµ,2,1
5667,±Ì¿Ã∞®,1,1
5668,±Ì¿Ã∞®,2,1
5669,¥Áµµ,1,1
5670,¥Áµµ,3,1
5671,±Ì¿Ã∞®,4,1
5672,±Ì¿Ã∞®,3,2
5673,±Ì¿Ã∞®,1,1
5674,¥Áµµ,1,1
5675,±Ì¿Ã∞®,1,1
5676,±Ì¿Ã∞®,5,3
5677,¥Áµµ,1,1
5678,±Ì¿Ã∞®,3,2
5679,±Ì¿Ã∞®,2,1
5680,¥Áµµ,3,1
5681,±Ì¿Ã∞®,1,1
5682,¥Áµµ,2,1
5683,±Ì¿Ã∞®,1,1
5684,±Ì¿Ã∞®,2,1
5685,±Ì¿Ã∞®,2,1
5686,¥Áµµ,1,1
5687,¥Áµµ,3,1
5688,±Ì¿Ã∞®,1,1
5689,¥Áµµ,2,1
5690,±Ì¿Ã∞®,3,2
5691,¥Áµµ,3,1
5692,¥Áµµ,4,3
5693,¥Áµµ,3,1
5694,±Ì¿Ã∞®,5,4
5695,±Ì¿Ã∞®,2,1
5696,±Ì¿Ã∞®,4,3
5697,±Ì¿Ã∞®,3,1
5698,±Ì¿Ã∞®,2,1
5699,±Ì¿Ã∞®,2,1
5700,¥Áµµ,2,1
5701,±Ì¿Ã∞®,1,1
5702,¥Áµµ,1,1
5703,±Ì¿Ã∞®,2,1
5704,±Ì¿Ã∞®,2,1
5705,¥Áµµ,5,2
5706,¥Áµµ,4,3
5707,±Ì¿Ã∞®,3,1
5708,±Ì¿Ã∞®,2,1
5709,±Ì¿Ã∞®,2,1
5710,¥Áµµ,2,1
5711,±Ì¿Ã∞®,2,1
5712,¥Áµµ,2,1
5713,¥Áµµ,3,1
5714,±Ì¿Ã∞®,1,1
5715,±Ì¿Ã∞®,2,1
5716,¥Áµµ,1,1
5717,±Ì¿Ã∞®,1,1
5718,±Ì¿Ã∞®,3,2
5719,¥Áµµ,1,1
5720,±Ì¿Ã∞®,2,1
5721,¥Áµµ,3,2
5722,±Ì¿Ã∞®,3,1
5723,¥Áµµ,5,4
5724,±Ì¿Ã∞®,4,3
5725,±Ì¿Ã∞®,4,1
5726,±Ì¿Ã∞®,1,1
5727,¥Áµµ,2,1
5728,±Ì¿Ã∞®,1,1
5729,¥Áµµ,2,1
5730,±Ì¿Ã∞®,1,1
5731,±Ì¿Ã∞®,4,2
5732,±Ì¿Ã∞®,3,1
5733,±Ì¿Ã∞®,1,1
5734,±Ì¿Ã∞®,4,2
5735,¥Áµµ,4,2
5736,¥Áµµ,5,4
5737,¥Áµµ,1,1
5738,¥Áµµ,2,1
5739,±Ì¿Ã∞®,2,1
5740,¥Áµµ,1,1
5741,±Ì¿Ã∞®,2,1
5742,¥Áµµ,5,4
5743,±Ì¿Ã∞®,4,1
5744,±Ì¿Ã∞®,2,1
5745,±Ì¿Ã∞®,2,1
5746,¥Áµµ,2,1
5747,¥Áµµ,2,1
5748,±Ì¿Ã∞®,3,2
5749,±Ì¿Ã∞®,1,1
5750,±Ì¿Ã∞®,1,1
5751,¥Áµµ,3,2
5752,¥Áµµ,1,1
5753,±Ì¿Ã∞®,2,1
5754,¥Áµµ,5,3
5755,¥Áµµ,2,1
5756,±Ì¿Ã∞®,2,1
5757,¥Áµµ,2,1
5758,±Ì¿Ã∞®,4,3
5759,±Ì¿Ã∞®,4,2
5760,¥Áµµ,3,2
5761,¥Áµµ,4,1
5762,±Ì¿Ã∞®,1,1
5763,±Ì¿Ã∞®,2,1
5764,¥Áµµ,4,1
5765,¥Áµµ,3,2
5766,±Ì¿Ã∞®,3,1
5767,¥Áµµ,2,1
5768,¥Áµµ,2,1
5769,¥Áµµ,4,1
5770,¥Áµµ,2,1
5771,¥Áµµ,3,2
5772,¥Áµµ,4,1
5773,±Ì¿Ã∞®,1,1
5774,±Ì¿Ã∞®,3,1
5775,¥Áµµ,5,3
5776,¥Áµµ,5,3
5777,±Ì¿Ã∞®,2,1
5778,¥Áµµ,1,1
5779,¥Áµµ,3,1
5780,±Ì¿Ã∞®,1,1
5781,¥Áµµ,1,1
5782,±Ì¿Ã∞®,1,1
5783,¥Áµµ,4,2
5784,¥Áµµ,4,1
5785,±Ì¿Ã∞®,2,1
5786,¥Áµµ,3,1
5787,¥Áµµ,2,1
5788,¥Áµµ,6,4
5789,±Ì¿Ã∞®,0,0
5790,¥Áµµ,3,1
5791,¥Áµµ,4,3
5792,¥Áµµ,2,1
5793,¥Áµµ,4,2
5794,¥Áµµ,5,3
5795,¥Áµµ,5,1
5796,±Ì¿Ã∞®,1,1
5797,¥Áµµ,2,1
5798,±Ì¿Ã∞®,1,1
5799,±Ì¿Ã∞®,4,2
5800,±Ì¿Ã∞®,2,1
5801,±Ì¿Ã∞®,3,1
5802,±Ì¿Ã∞®,2,1
5803,±Ì¿Ã∞®,3,1
5804,±Ì¿Ã∞®,2,1
5805,¥Áµµ,2,1
5806,±Ì¿Ã∞®,3,1
5807,¥Áµµ,1,1
5808,±Ì¿Ã∞®,2,1
5809,¥Áµµ,1,1
5810,±Ì¿Ã∞®,2,1
5811,¥Áµµ,2,1
5812,±Ì¿Ã∞®,1,1
5813,±Ì¿Ã∞®,2,1
5814,¥Áµµ,5,3
5815,¥Áµµ,1,1
5816,±Ì¿Ã∞®,2,1
5817,¥Áµµ,2,1
5818,¥Áµµ,4,3
5819,¥Áµµ,2,1
5820,±Ì¿Ã∞®,4,2
5821,±Ì¿Ã∞®,2,1
5822,¥Áµµ,2,1
5823,¥Áµµ,1,1
5824,±Ì¿Ã∞®,1,1
5825,±Ì¿Ã∞®,3,2
5826,¥Áµµ,2,1
5827,±Ì¿Ã∞®,3,1
5828,±Ì¿Ã∞®,3,1
5829,¥Áµµ,1,1
5830,±Ì¿Ã∞®,2,1
5831,¥Áµµ,3,1
5832,±Ì¿Ã∞®,1,1
5833,±Ì¿Ã∞®,1,1
5834,±Ì¿Ã∞®,3,1
5835,¥Áµµ,2,1
5836,±Ì¿Ã∞®,2,1
5837,¥Áµµ,2,1
5838,¥Áµµ,2,1
5839,±Ì¿Ã∞®,2,1
5840,¥Áµµ,3,1
5841,¥Áµµ,1,1
5842,¥Áµµ,2,1
5843,±Ì¿Ã∞®,2,1
5844,¥Áµµ,2,1
5845,±Ì¿Ã∞®,1,1
5846,±Ì¿Ã∞®,1,1
5847,±Ì¿Ã∞®,4,1
5848,¥Áµµ,3,1
5849,±Ì¿Ã∞®,2,1
5850,±Ì¿Ã∞®,3,1
5851,¥Áµµ,2,1
